opened	open	close	tx_id	updated	from	from_blockchain	amount1	virtual	quote1	val1	gain_10_percent	to	to_blockchain	net	ersatz	quote2	val2
2025-04-21	14	0	https://snowtrace.io/tx/0x9e2c9e67c37618ee70a2714d75b60dc4e8a55f27692f66f260e649de74361223	n/a	ETH	Avalanche	0.317	0	$1629.20	$516.46	0.34870002	AVAX	Avalanche	24.8843	0	$20.11	$500.42
2025-04-28	15	0	https://snowtrace.io/tx/0x640a34e48f8015a826ecf895feb11d4775f0df6b9fa45732bd90936f243048a4	n/a	ETH	Avalanche	0.28	0	$1810.52	$506.95	0.308	AVAX	Avalanche	23.0558	0	$21.83	$503.31
2025-05-04	16	0	https://snowtrace.io/tx/0x44d78727693694c1038d3f19dd42c19e5d46de5126b90efdd47a929e05089146	n/a	ETH	Avalanche	0.557	0	$1830.27	$1019.46	0.6127	AVAX	Avalanche	49.5807	0	$20.10	$996.57
2025-05-05	17	0	https://snowtrace.io/tx/0x8f4688829b34397bd92b57b06cae581d0cf128410fecebc8d299a5de6c3ea4a4	n/a	ETH	Avalanche	0.3696	0	$1805.93	$667.47	0.40656	AVAX	Avalanche	34.2678	0	$19.47	$667.19
2025-05-16	18	11	https://snowtrace.io/tx/0x9ee8341ece0338b0c57e0dfb627b2ce3ee14cc72b72a4f94c4fe4867858291f8	n/a	AVAX	Avalanche	23.06	0	$23.15	$533.84	25.366	AVAX	Avalanche	0.2101	0	$2605.11	$547.33
2025-06-14	19	0	https://snowtrace.io/tx/0x26cd546fa6bf5b635972ecbececb34306a9df53c7763c632a12ba24ad44d0242	n/a	ETH	Avalanche	0.1971	0	$2533.93	$499.44	0.21681	AVAX	Avalanche	26.2233	0	$19.06	$499.82
2025-06-14	20	12	https://snowtrace.io/tx/0xa3b2c020e65386dcc546c6b2cc573bce7a8c4eb651e122a0f864ae1bf5108b9e	n/a	AVAX	Avalanche	13.1	0	$19.06	$249.69	14.410001	ETH	Avalanche	0.0985	0	$2533.93	$249.59
2025-06-15	21	0	https://snowtrace.io/tx/0x2718b4066892aec61cee3c28a4316a0cd36350c762f09478a14b65b547ba05f6	n/a	ETH	Avalanche	0.1901	0	$2522.18	$479.47	0.20911	AVAX	Avalanche	25.4141	0	$19.79	$502.95
2025-06-15	22	12	https://snowtrace.io/tx/0x14811a77e2da6141df66a5db19e3eb99859b2e7e34348c98e7377d1c4a748c4e	n/a	AVAX	Avalanche	12.71	0	$19.79	$251.53	13.981	ETH	Avalanche	0.0953	0	$2522.18	$240.36
2025-06-19	23	0	virtual swap	2026-03-23	ETH	Avalanche	0	0.24620949	$2039.03	$502.03	0.27083045	AVAX	Avalanche	55.843	0	$8.99	$502.03
2025-06-19	24	15	https://snowtrace.io/tx/0xb1df9c2a1041192aa9c644895d5a98a4677c4cf8d38fcd4e25b07b64b7b0187c	n/a	AVAX	Avalanche	27.58	0	$17.90	$493.68	30.338001	ETH	Avalanche	0.1975	0	$2518.42	$497.39
2025-06-20	25	0	virtual swap	2026-03-23	ETH	Avalanche	0	0.24372505	$2039.03	$496.96	0.26809755	AVAX	Avalanche	55.2795	0	$8.99	$496.96
2025-06-20	26	13	https://snowtrace.io/tx/0x8942eab1d6dfa8f411b129312017d132eab1c348995db45ac8c9ff9753cf18a2	n/a	AVAX	Avalanche	29	0	$17.35	$503.15	31.900002	ETH	Avalanche	0.2095	0	$2495.99	$522.91
2025-06-26	27	0	virtual swap	2026-03-23	ETH	Avalanche	0	0.16071053	$2039.03	$327.69	0.17678158	AVAX	Avalanche	36.4509	0	$8.99	$327.69
2025-06-26	28	15	https://snowtrace.io/tx/0x0d8e9e871bddffd9141f5f3d5ae2ddcc73f1786a4d51de8e935b61fb0d9b84e9	n/a	AVAX	Avalanche	29.04	0	$17.32	$502.97	31.944002	ETH	Avalanche	0.2072	0	$2451.32	$507.91
2025-07-01	29	0	https://snowtrace.io/tx/0x261d72fb500c30dcf744438c9bd0906e281856a629bb5c268c54f27c4cf8bea2	n/a	ETH	Avalanche	0.2068	0	$2442.89	$505.19	0.22748001	AVAX	Avalanche	29.1157	0	$17.09	$497.59
2025-07-01	30	15	https://snowtrace.io/tx/0xec5bbebfef6e348b91bc8070ac427b0ea937e7766581bdf7f68ac15c37cc7883	n/a	AVAX	Avalanche	14.56	0	$17.09	$248.83	16.016	ETH	Avalanche	0.1034	0	$2442.89	$252.59
2025-07-03	31	0	https://snowtrace.io/tx/0xa24dbeab4a2045483c0157f68233bb56207c3a688f27d1b2a860f999a65c7a7b	n/a	ETH	Avalanche	0.1937	0	$2574.82	$498.74	0.21307	AVAX	Avalanche	26.7622	0	$18.53	$495.90
2025-07-03	32	13	https://snowtrace.io/tx/0x7d7368032cdd8c38cab4922ae43dc2272421f826da93b0b92b1022e8e01ccb76	n/a	AVAX	Avalanche	13.38	0	$18.53	$247.93	14.718	ETH	Avalanche	0.0968	0	$2574.82	$249.24
2025-07-20	33	0	https://snowtrace.io/tx/0x112d432958bd6e5b19d2fb09b5a1d53794fd15d15e0182aa4ef35f8a7bd1b68e	n/a	ETH	Avalanche	0.27	0	$3736.78	$1008.93	0.29700002	AVAX	Avalanche	38.8875	0	$25.43	$988.91
2025-07-20	34	15	https://snowtrace.io/tx/0xc6d2574484f31448e1236885393c5fb01dcbc05af9752e69aaf81b5fd6229c7e	n/a	AVAX	Avalanche	19.86	0	$25.43	$505.04	21.846	ETH	Avalanche	0.1327	0	$3736.78	$495.87
2025-07-23	35	14	virtual swap	n/a	ETH	Avalanche	0	0.23	$3608.83	$830.03	0.25300002	AVAX	Avalanche	36.4509	0	$23.85	$869.35
2025-09-28	36	0	virtual swap	2026-03-23	ETH	Avalanche	0	0.035893776	$2039.03	$73.19	0.039483152	AVAX	Avalanche	8.1411	0	$8.99	$73.19
2025-09-28	37	15	virtual swap	n/a	AVAX	Avalanche	0	35.28	$28.26	$997.01	38.808	ETH	Avalanche	0.251	0	$3941.42	$989.30
2025-10-13	38	0	virtual swap	2026-03-23	ETH	Avalanche	0	0.1856348	$2039.03	$378.51	0.20419829	AVAX	Avalanche	42.104	0	$8.99	$378.51
2025-10-13	39	16	https://snowtrace.io/tx/0xc9f43f3d1a406196379d93e2be537bc63f43467513dec7885f883642af530351	n/a	AVAX	Avalanche	21.102497	0	$24.00	$506.46	23.212748	ETH	Avalanche	0.1189	0	$4105.17	$488.10
2025-12-22	40	0	virtual swap	n/a	ETH	Avalanche	0	0.135	$3057.44	$412.75	0.14850001	AVAX	Avalanche	32.6225	0	$12.48	$407.13
2025-12-22	41	0	https://snowtrace.io/tx/0xed3f5bfb5372037013533e1b9d12ee9b66a01c483d6e8420e5bbdfe72bd1c1bb	n/a	AVAX	Avalanche	32.786293	0	$12.48	$409.17	36.064922	ETH	Avalanche	0.1352	0	$3057.44	$413.37
